zcta5,county_geoid,land_share_tx
77062,48201,1
77063,48201,1
77064,48201,1
77065,48201,1
77066,48201,1
77067,48201,1
77068,48201,1
77069,48201,1
77070,48201,1
77071,48201,1
77072,48201,1
77073,48201,1
77074,48201,1
77075,48201,1
77076,48201,1
77077,48201,1
77078,48201,1
77079,48201,1
77080,48201,1
77081,48201,1
77082,48201,0.9978875028059
77083,48201,0.5985488947615877
77084,48201,1
77085,48201,0.9692764533880022
77086,48201,1
77087,48201,1
77088,48201,1
77089,48201,1
77090,48201,1
77091,48201,1
77092,48201,1
77093,48201,1
77094,48201,1
77095,48201,1
77096,48201,1
77098,48201,1
77099,48201,0.9507772526632429
77204,48201,1
77301,48339,1
77302,48339,1
77303,48339,1
77304,48339,1
77306,48339,1
77316,48339,0.9613447061966851
77318,48339,1
77320,48471,0.9376377287189716
77326,48373,1
77327,48291,0.9990987065221645
77328,48407,0.6997392788852793
77331,48407,1
77334,48471,1
77335,48373,1
77336,48201,1
77338,48201,1
77339,48201,0.7594814107646332
77340,48471,1
77341,48471,1
77342,48471,1
77345,48201,1
77346,48201,1
77350,48373,1
77351,48373,1
77354,48339,1
77355,48339,0.9007230073517226
77356,48339,0.9770876954502463
77357,48339,0.8202610386114461
77358,48471,0.7193382555406413
77359,48407,1
77360,48373,1
77362,48339,1
77363,48185,0.9809509378260339
77364,48407,1
77365,48339,0.9619457592550328
77367,48471,1
77368,48291,1
77369,48291,0.9734071442741675
77371,48407,0.9991625665149991
77372,48339,0.874604921805514
77373,48201,1
77374,48199,1
77375,48201,1
77376,48199,1
77377,48201,1
77378,48339,0.6050053862343904
77379,48201,1
77380,48339,1
77381,48339,1
77382,48339,1
77384,48339,1
77385,48339,1
77386,48339,1
77388,48201,1
77389,48201,1
77396,48201,1
77401,48201,1
77406,48157,1
77407,48157,1
77412,48089,1
77414,48321,1
77415,48321,1
77417,48157,1
77418,48015,1
77419,48321,1
77420,48481,0.6168244329269662
77422,48039,1
77423,48473,0.9210957307675066
77426,48477,0.7855677979417172
77428,48321,1
77429,48201,1
77430,48039,0.7845274074363887
77431,48039,1
77432,48481,1
77433,48201,1
77434,48089,0.657181816817702
77435,48481,0.8966531835346577
77436,48481,1
77437,48481,1
77440,48321,1
77441,48157,1
77442,48089,1
77443,48481,1
77444,48157,0.503810876168734
77445,48473,1
77446,48473,1
77447,48201,0.6651582392745014
77448,48481,1
77449,48201,1
77450,48201,0.6545885677878593
77451,48157,1
77453,48481,1
77454,48481,1
77455,48481,0.8908283894775341
77456,48321,1
77457,48321,1
77458,48321,1
77459,48157,1
77460,48089,1
77461,48157,1
77464,48157,1
77465,48321,0.7710457897580332
77466,48473,1
77467,48481,1
77468,48321,1
77469,48157,1
77470,48089,1
77471,48157,1
77473,48015,1
77474,48015,0.9808296627524882
77475,48089,1
77476,48157,1
77477,48157,0.9475252096138275
77478,48157,1
77479,48157,1
77480,48039,0.8177693765359094
77481,48157,1
77482,48321,1
77483,48321,1
77484,48473,0.7817281687046993
77485,48015,0.5987423079765387
77486,48039,1
77488,48481,1
77489,48157,0.9637019568011284
77493,48201,0.6809425302679878
77494,48157,0.849934162232563
77498,48157,1
77502,48201,1
77503,48201,1
77504,48201,1
77505,48201,1
77506,48201,1
77507,48201,1
77510,48167,0.9366517841367673
77511,48039,0.865562372062808
77514,48071,1
77515,48039,1
77517,48167,0.7500155140852052
77518,48167,1
77519,48199,1
77520,48201,0.9566252332555826
77521,48201,0.7726473338780916
77523,48071,0.9536527619561921
77530,48201,1
77531,48039,1
77532,48201,1
77533,48291,1
77534,48039,1
77535,48291,0.9661529596958877
77536,48201,1
77538,48291,1
77539,48167,1
77541,48039,1
77545,48157,0.9923334960884862
77546,48167,0.671308740909264
77547,48201,1
77550,48167,1
77551,48167,1
77554,48167,1
77555,48167,1
77560,48071,1
77561,48291,1
77562,48201,1
77563,48167,1
77564,48291,0.7632093938007308
77565,48167,1
77566,48039,1
77568,48167,1
77571,48201,1
77573,48167,1
77575,48291,0.973932065600959
77577,48039,1
77578,48039,1
77580,48071,1
77581,48039,0.9428816753546378
77582,48291,1
77583,48039,0.9162342905581141
77584,48039,0.958436966117876
77585,48199,1
77586,48201,1
77587,48201,1
77590,48167,1
77591,48167,1
77597,48071,1
77598,48201,1
77611,48361,1
77612,48241,0.6517156052480566
77613,48245,1
77614,48351,1
77615,48241,1
77616,48457,1
77617,48167,1
77619,48245,1
77622,48245,1
77623,48167,1
77624,48457,1
77625,48199,1
77627,48245,1
77629,48245,0.7315281080653009
77630,48361,1
77632,48361,0.757837848265188
77640,48245,1
77642,48245,1
77650,48167,1
77651,48245,1
77655,48245,1
77656,48199,0.863636383155119
77657,48199,1
77659,48199,1
77660,48457,1
77661,48071,1
77662,48361,0.8463720664130754
77663,48199,0.836051082233446
77664,48457,0.9046491660808766
77665,48071,0.7539097734529387
77701,48245,1
77702,48245,1
77703,48245,1
77705,48245,1
77706,48245,1
77707,48245,1
77708,48245,1
77713,48245,1
77801,48041,1
77802,48041,1
77803,48041,1
77807,48041,0.8498417915018022
77808,48041,0.842160030676143
77830,48185,1
77831,48185,0.7652384026231631
77833,48477,0.9151823809534293
77835,48477,0.9892149662764788
77836,48051,0.9794321162051451
77837,48395,1
77840,48041,1
77843,48041,1
77845,48041,1
77852,48051,1
77853,48287,1
77855,48289,1
77856,48395,1
77857,48331,1
77859,48395,0.8339706487577021
77861,48185,1
77863,48051,1
77864,48313,1
77865,48289,1
77866,48041,1
77867,48395,1
77868,48185,0.7007198287412482
77871,48289,0.6116504990602503
77872,48313,0.9590226517118223
77873,48339,0.43605951829059597
77875,48185,1
77876,48185,1
77878,48051,1
77879,48051,1
77880,48477,1
77882,48395,1
77901,48469,1
77904,48469,1
77905,48469,0.9079759382093543
77950,48007,0.7404026235841766
77951,48469,1
77954,48123,0.9503454892208097
77957,48239,1
77960,48175,1
77961,48239,1
77962,48239,1
77963,48175,1
77964,48285,0.9777652849376215
77968,48469,1
77969,48239,1
77970,48239,1
77971,48239,1
77973,48469,1
77974,48123,0.6359188575257141
77975,48285,1
77976,48469,1
77977,48469,1
77978,48057,1
77979,48057,0.8031569568062289
77982,48057,1
77983,48057,1
77984,48285,0.6468469688283193
77986,48285,1
77987,48285,1
77988,48469,1
77990,48391,0.7908957162862313
77991,48239,1
77993,48175,1
77994,48123,0.9261565771077727
77995,48123,0.48140326972729747
78001,48283,1
78002,48029,1
78003,48019,0.8524750263409081
78004,48259,1
78005,48163,0.8854296573447499
78006,48259,0.9217273111883167
78007,48311,1
78008,48013,0.9255224082182578
78009,48325,1
78010,48265,1
78011,48013,1
78012,48013,1
78013,48259,0.5032273717639489
78014,48283,0.9768235353185668
78015,48259,0.4678827634878805
78016,48325,0.9573536516165728
78017,48163,0.8761580389777347
78019,48479,0.8417854125405779
78021,48283,0.6404565539800571
78022,48297,0.885829677626538
78023,48029,0.8487608724564528
78024,48265,0.9538317997799163
78025,48265,1
78026,48013,0.7238153586303251
78027,48259,1
78028,48265,0.837822347072083
78029,48265,1
78039,48325,0.7095877902113256
78040,48479,1
78041,48479,1
78043,48479,1
78044,48479,1
78045,48479,1
78046,48479,1
78050,48013,1
78052,48013,0.7646227160868805
78055,48019,0.9759818955014856
78056,48325,1
78057,48163,0.8364107952844622
78058,48265,0.7848669585600502
78059,48325,1
78061,48163,1
78062,48013,1
78063,48019,0.9996067703414087
78064,48013,0.9593661192366404
78065,48013,1
78066,48325,1
78067,48505,1
78069,48013,0.7218160624386828
78070,48091,0.8220378945661739
78071,48297,0.892329385422848
78072,48311,1
78073,48029,0.8944209528161644
78074,48259,1
78075,48297,0.940405254001914
78076,48505,1
78101,48029,0.5218419446819782
78102,48025,0.9423698752059568
78104,48025,1
78107,48175,1
78108,48187,0.8718137937359391
78109,48029,1
78111,48255,1
78112,48029,0.9879704909838318
78113,48493,0.4011058998738372
78114,48493,0.9260236183170866
78116,48255,1
78117,48255,1
78118,48255,0.8913823989076379
78119,48255,0.5472532492718216
78121,48493,0.751522027785501
78122,48177,1
78123,48187,1
78124,48187,0.8751593948672237
78125,48025,1
78130,48187,0.5602651547402204
78132,48091,0.9946758089779105
78133,48091,1
78140,48177,0.6760012793986716
78141,48123,0.7831982293216427
78142,48025,1
78143,48493,1
78144,48255,1
78145,48025,1
78146,48025,1
78147,48493,1
78148,48029,1
78150,48029,1
78151,48255,0.9518546929028385
78152,48029,1
78154,48029,0.5636353034635915
78155,48187,1
78159,48177,1
78160,48493,1
78161,48493,1
78162,48025,1
78163,48091,1
78164,48123,0.8728690183629121
78201,48029,1
78202,48029,1
78203,48029,1
78204,48029,1
78205,48029,1
78207,48029,1
78208,48029,1
78209,48029,1
78210,48029,1
78211,48029,1
78212,48029,1
78213,48029,1
78214,48029,1
78215,48029,1
78216,48029,1
78217,48029,1
78218,48029,1
78219,48029,1
78220,48029,1
78221,48029,1
78222,48029,1
78223,48029,0.915500729472629
78224,48029,1
78225,48029,1
78226,48029,1
78227,48029,1
78228,48029,1
78229,48029,1
78230,48029,1
78231,48029,1
78232,48029,1
78233,48029,1
78234,48029,1
78235,48029,1
78236,48029,1
78237,48029,1
78238,48029,1
78239,48029,1
78240,48029,1
78242,48029,1
