zcta5,county_geoid,land_share_tx
78243,48029,1
78244,48029,1
78245,48029,1
78247,48029,1
78248,48029,1
78249,48029,1
78250,48029,1
78251,48029,1
78252,48029,1
78253,48029,0.6270567477409027
78254,48029,1
78255,48029,1
78256,48029,1
78257,48029,1
78258,48029,1
78259,48029,1
78260,48029,1
78261,48029,1
78263,48029,1
78264,48029,0.9357822599521333
78266,48091,0.8036304196513003
78330,48355,1
78332,48249,0.8470824684958485
78336,48409,0.6698834105861311
78338,48261,1
78339,48355,1
78340,48391,1
78341,48131,1
78342,48249,1
78343,48355,1
78344,48479,1
78347,48355,1
78349,48131,1
78351,48355,1
78352,48409,1
78353,48047,1
78355,48047,0.8465550675616847
78357,48131,1
78358,48007,1
78359,48409,1
78360,48247,1
78361,48247,0.8769932890037846
78362,48409,1
78363,48273,1
78368,48409,0.7021543360988416
78369,48479,1
78370,48409,1
78371,48479,1
78372,48249,0.7730767559394639
78373,48355,1
78374,48409,1
78375,48249,1
78376,48131,1
78377,48391,1
78379,48273,1
78380,48355,0.9971511902226489
78382,48007,1
78383,48297,0.6221577866713258
78384,48131,0.9860691146841919
78385,48261,1
78387,48409,0.7914213404893539
78389,48025,1
78390,48409,0.92254366838115
78391,48025,1
78393,48391,1
78401,48355,1
78402,48355,1
78404,48355,1
78405,48355,1
78406,48355,1
78407,48355,1
78408,48355,1
78409,48355,1
78410,48355,1
78411,48355,1
78412,48355,1
78413,48355,1
78414,48355,1
78415,48355,1
78416,48355,1
78417,48355,1
78418,48273,0.6010509119035331
78419,48355,1
78501,48215,1
78503,48215,1
78504,48215,1
78516,48215,1
78520,48061,1
78521,48061,1
78526,48061,1
78535,48061,1
78536,48427,1
78537,48215,1
78538,48215,1
78539,48215,1
78540,48215,1
78541,48215,1
78542,48215,1
78543,48215,1
78545,48427,0.6862368441363168
78547,48427,1
78548,48427,1
78549,48215,1
78550,48061,1
78552,48061,1
78557,48215,1
78558,48215,1
78559,48061,1
78560,48215,1
78561,48489,1
78562,48215,1
78563,48215,0.9919962678840162
78564,48505,1
78565,48215,1
78566,48061,1
78567,48061,1
78569,48489,0.7956305176486246
78570,48215,1
78572,48215,1
78573,48215,1
78574,48215,1
78575,48061,1
78576,48215,1
78577,48215,1
78578,48061,1
78579,48215,1
78580,48489,0.9183869774157981
78582,48427,1
78583,48061,1
78584,48427,1
78585,48427,1
78586,48061,1
78588,48427,1
78589,48215,1
78590,48489,1
78591,48427,1
78592,48061,1
78593,48061,1
78594,48489,1
78595,48215,0.7833280143140335
78596,48215,1
78597,48061,1
78598,48489,1
78599,48215,1
78602,48021,1
78605,48053,1
78606,48031,0.7515398246792396
78607,48299,1
78608,48053,1
78609,48299,1
78610,48209,0.7142309363293107
78611,48053,0.9802088543839191
78612,48021,0.9884021381242228
78613,48491,0.8863499254168985
78614,48177,1
78615,48491,0.639374055971151
78616,48055,0.8211472887375137
78617,48453,0.7841298655371126
78618,48171,0.6180498912347921
78619,48209,1
78620,48209,0.8545359551586744
78621,48021,0.625600863058722
78622,48055,1
78623,48091,0.9223436781363085
78624,48171,0.9128581958360591
78626,48491,1
78628,48491,1
78629,48177,0.981430355952763
78631,48267,0.48787063493350374
78632,48177,0.5899714645788031
78633,48491,1
78634,48491,0.995586601809875
78635,48031,1
78636,48031,1
78638,48187,0.9833315101017658
78639,48299,0.8281006931236624
78640,48209,0.8364264436286012
78641,48453,0.6288300714864271
78642,48491,0.9197712464373402
78643,48299,1
78644,48055,1
78645,48453,1
78648,48055,0.756768524257658
78650,48021,0.7101455235051265
78652,48453,0.5641509703315422
78653,48453,0.9884770453984758
78654,48053,0.8076969936416242
78655,48055,0.6003368083104336
78656,48055,0.9704251099805087
78657,48299,0.6921576157727198
78658,48177,1
78659,48021,0.7911241834537333
78660,48453,1
78661,48055,1
78662,48021,0.8123886463501723
78663,48031,0.9330769405528131
78664,48491,0.8562850445839739
78665,48491,1
78666,48209,0.7792389277047739
78669,48453,0.435060224815423
78670,48187,1
78671,48171,1
78672,48299,1
78674,48491,1
78675,48171,1
78676,48209,0.9246063467376943
78677,48177,1
78681,48491,1
78701,48453,1
78702,48453,1
78703,48453,1
78704,48453,1
78705,48453,1
78712,48453,1
78717,48491,1
78719,48453,1
78721,48453,1
78722,48453,1
78723,48453,1
78724,48453,1
78725,48453,1
78726,48453,1
78727,48453,0.9813973231687108
78728,48453,0.7832190034668923
78729,48491,0.8835106527605393
78730,48453,1
78731,48453,1
78732,48453,1
78733,48453,1
78734,48453,1
78735,48453,1
78736,48453,0.9670674395429022
78737,48209,0.7119173805972113
78738,48453,1
78739,48453,0.9224084316204292
78741,48453,1
78742,48453,1
78744,48453,1
78745,48453,1
78746,48453,1
78747,48453,1
78748,48453,1
78749,48453,1
78750,48453,0.7807202957194043
78751,48453,1
78752,48453,1
78753,48453,1
78754,48453,1
78756,48453,1
78757,48453,1
78758,48453,1
78759,48453,0.9887967811503171
78801,48463,0.9760937132622717
78802,48463,1
78827,48127,1
78828,48385,0.6514802003169832
78829,48507,1
78830,48127,1
78832,48271,1
78833,48385,0.7600392616483447
78834,48127,0.8910545590032163
78836,48127,1
78837,48465,1
78838,48463,1
78839,48507,0.9794399366657419
78840,48465,1
78841,48465,1
78842,48465,1
78843,48465,1
78850,48325,1
78851,48443,1
78852,48323,1
78860,48323,1
78861,48325,1
78870,48463,1
78871,48465,1
78872,48507,1
78873,48385,1
78877,48323,1
78879,48385,0.7681783934738973
78880,48137,0.971774581623807
78881,48463,1
78883,48019,1
78884,48019,0.5265966319146983
78885,48019,1
78886,48325,1
78931,48015,1
78932,48477,0.5851352594463616
78933,48089,0.6951753980902116
78934,48089,1
78935,48089,1
78938,48149,1
78940,48149,0.7551603929526469
78941,48149,0.8074252378725825
78942,48287,0.8713973057748733
78943,48089,1
78944,48015,1
78945,48149,0.9913939859002571
78946,48287,0.6120854582380404
78947,48287,1
78948,48287,1
78949,48149,1
78950,48015,0.6903518473057854
78951,48089,1
78953,48021,0.6522716493404949
78954,48149,0.9174315168085413
78956,48149,0.7501022509234649
78957,48021,0.8889009755862773
78959,48177,0.7984902403572696
78962,48089,0.8461215089008863
78963,48149,1
79001,48359,0.6530857935887219
79002,48179,1
79003,48211,0.7441184902445355
79005,48295,0.7396614267465871
79007,48233,1
79008,48233,1
79009,48369,1
79010,48375,0.7138310800673116
79011,48483,0.5078575666505442
79012,48381,1
79013,48341,1
79014,48211,0.7816029003509691
79015,48381,1
79016,48381,1
79018,48205,0.6527099776079205
79019,48011,0.9704554496803708
79021,48189,1
79022,48111,0.5770529931647017
79024,48295,1
79025,48117,1
79027,48069,0.9926192685847939
79029,48341,0.9772758554921135
79031,48279,0.9318734209803486
79032,48189,1
79033,48357,1
79034,48295,1
79035,48369,0.6988162612266452
79036,48065,0.6671472648929525
79039,48065,0.5237670816052674
79040,48195,0.6299518436793818
79041,48189,0.9610084794670886
79042,48381,0.4792043410243101
79043,48069,0.817303003012921
79044,48205,1
79045,48117,0.8371288439415682
79046,48295,0.8713923774803072
79051,48111,1
79052,48437,0.8793050882086269
79053,48369,1
79054,48179,1
79056,48295,1
79057,48179,0.44292103815493267
79058,48375,0.6919041456749959
79059,48393,0.8905443917686685
79061,48483,0.9092267640204206
79062,48233,0.8271328688852059
79063,48069,1
79064,48279,0.735613664541917
79065,48179,0.7770440452065563
79066,48179,1
79068,48065,0.9913403655888556
79070,48357,0.9015038954605314
79072,48189,1
79073,48189,1
79078,48233,1
79079,48483,0.587199158524377
79080,48233,0.8600861013249581
79081,48195,0.7498889556141989
79082,48279,1
79083,48233,0.7162164605492277
79084,48421,0.9732887543519868
79085,48069,1
79086,48421,0.585215958722911
79087,48111,1
79088,48437,0.8539717621461963
79091,48381,1
79092,48359,0.8392567164189049
79093,48357,1
79094,48011,1
79095,48087,0.9652382297144771
79096,48483,1
79097,48065,0.9480359550880111
79098,48117,0.4640913027914355
79101,48375,1
79102,48375,1
79103,48375,0.5000818928902426
79104,48375,1
79106,48375,0.9032774350092763
79107,48375,1
79108,48375,0.987317626507172
79109,48381,0.7927445154255074
79110,48381,1
79111,48375,1
79118,48381,0.9306483570226205
79119,48381,1
79121,48381,0.8390321055220124
79124,48375,0.9753862081670676
79201,48075,0.5400632257223242
79220,48125,1
79223,48101,1
79225,48197,0.7698418340131882
79226,48129,0.6030515278651769
79227,48155,0.6627162204990686
79229,48125,1
79230,48075,0.6698082135780224
79231,48153,1
79233,48191,1
79234,48345,0.81512561815721285
79235,48153,0.8809237167469777
79236,48269,0.9978078877188327
79237,48129,1
79239,48191,1
79240,48129,1
79241,48153,0.993038772322984
79243,48125,0.6563070933506399
79244,48345,1
79245,48191,0.5002548909876351
79247,48487,1
79248,48101,0.6541073430363539
79250,48189,0.5806011771691221
79251,48087,1
79252,48197,0.9675450807789499
79255,48045,0.7198372932873841
79256,48345,0.8392338200308251
79257,48045,0.9742052395058174
79258,48153,1
79259,48191,0.7721344920385085
79261,48191,1
79311,48189,0.7398326223349105
79312,48279,1
79313,48219,0.5624850978127327
79314,48079,1
79316,48445,1
79322,48107,1
79323,48165,0.5789339680640302
79324,48017,0.9943075200886196
79325,48369,0.9563455830541382
79326,48279,1
79329,48303,1
79330,48169,1
79331,48115,0.7751073314587782
79336,48219,0.9755809652016398
79339,48279,0.7091979321001213
79342,48165,1
79343,48107,0.6398936878865855
79344,48017,1
79345,48445,0.9431142841628992
79346,48079,0.9358868370737996
79347,48017,0.7790816091111111
79350,48303,1
79351,48115,0.3692605320279053
79353,48219,1
79355,48501,1
79356,48169,0.7582024821159945
79357,48107,1
79358,48219,0.8643535415282939
79359,48165,0.6094888481282152
79360,48165,1
79363,48303,0.8375218863762313
79364,48303,0.6871958901830589
79366,48303,1
79367,48219,1
79369,48279,1
79370,48125,0.6186965109536315
79371,48017,0.5782272791445333
79372,48219,1
79373,48305,1
79376,48501,0.7453770967789006
79377,48115,1
79378,48445,1
79379,48079,1
79380,48219,1
79381,48305,1
79382,48303,0.9428869908291244
79383,48305,1
79401,48303,1
79402,48303,1
79403,48303,1
79404,48303,1
79406,48303,1
79407,48219,0.6251495464900484
79410,48303,1
79411,48303,1
79412,48303,1
79413,48303,1
79414,48303,1
79415,48303,1
79416,48303,1
79423,48303,0.7886445805205932
79424,48303,1
79501,48253,1
79502,48433,1
79503,48253,0.8697335133489499
79504,48059,0.9434852112720982
79505,48275,1
79506,48353,0.7412069779812933
79508,48441,1
79510,48059,0.8903000490688742
79511,48227,0.7321862884725909
79512,48335,0.9658505041464557
79517,48033,0.7304251668466207
79518,48263,1
79519,48083,0.6354560277938786
79520,48253,0.5347323288033884
79521,48207,0.9349568022847665
79525,48253,1
79526,48415,0.9206517959083841
79527,48415,0.8316904129260954
79528,48263,0.7586217769613216
79529,48275,0.8464093936021654
79530,48441,0.6734570785750744
79532,48335,0.9187728661838865
79533,48417,0.6325766605461742
79534,48151,1
79535,48353,1
79536,48441,0.6088291856234914
79537,48353,1
79538,48083,0.6585453541650226
79539,48207,1
79540,48433,1
79541,48441,0.9290080341809989
79543,48151,1
79544,48207,0.9231249299335947
79545,48353,0.815909091635231
79546,48151,0.7711608682505463
79547,48207,0.9953045881026434
79548,48207,1
79549,48415,0.6039491124687418
79553,48253,0.622989835149248
79556,48353,0.5833824627689589
79560,48151,0.7516628755578191
79561,48353,0.3641622096172473
79562,48441,1
79563,48441,1
79565,48335,1
79566,48441,0.6799441149323406
79567,48399,0.9410431572596853
79601,48253,0.4663672037648608
79602,48441,0.7726799693023715
79603,48441,1
79605,48441,1
79606,48441,1
79607,48441,1
79699,48441,1
79701,48329,1
79703,48329,1
79705,48317,0.5134816227023109
79706,48329,0.9301389596693884
79707,48329,1
79713,48317,0.4620431461803213
79714,48003,1
79718,48389,1
79719,48475,1
79720,48227,0.5499240457099892
79721,48227,1
79730,48371,1
79731,48103,1
79733,48227,1
79734,48243,1
79735,48371,1
79738,48033,1
79739,48173,0.9133772979566613
79741,48135,1
79742,48475,1
79743,48371,1
79744,48105,0.5131073254701799
79745,48495,1
79748,48227,0.6237754307411723
79749,48317,1
79752,48461,0.5887745158375777
79754,48301,1
79755,48461,0.9807725226900939
79756,48475,1
79758,48135,1
79759,48135,1
79761,48135,1
79762,48135,1
79763,48135,1
79764,48135,1
79765,48329,0.5474106563546236
79766,48135,0.5365773894688147
79769,48135,1
79770,48389,1
79772,48389,0.986401336635451
79776,48135,1
79777,48475,1
79778,48461,1
79780,48389,1
79781,48443,0.44349886823435813
79782,48317,0.8403951762032905
79783,48317,1
79785,48389,1
79788,48475,1
79789,48495,1
79821,48141,1
79830,48043,1
79832,48043,1
79834,48043,1
79835,48141,1
79836,48141,1
79837,48229,1
79838,48141,1
79839,48229,1
79842,48043,1
79843,48377,1
79845,48377,1
79846,48377,1
79847,48109,0.5442764280663551
79848,48443,1
79849,48141,1
79851,48229,1
79852,48043,1
79853,48141,1
79854,48243,0.6861251093285189
79855,48109,0.7235113879861099
79901,48141,1
79902,48141,1
79903,48141,1
79904,48141,1
79905,48141,1
79906,48141,1
79907,48141,1
79908,48141,1
79911,48141,1
79912,48141,1
79915,48141,1
79916,48141,1
79918,48141,1
79920,48141,1
79922,48141,1
79924,48141,1
79925,48141,1
79927,48141,1
79928,48141,1
79930,48141,1
79932,48141,1
79934,48141,1
79935,48141,1
79936,48141,1
79938,48141,0.5445084223298049
88430,48359,1
,48043,0.08820221779927247
